customer_id,action_scifi_hours_per_week,romance_drama_hours_per_week
1,8.22928767693268,1.6170549706621986
2,8.60484805260974,3.636355548159417
3,8.750527815723572,0.49642572385813377
4,7.574800034721923,1.988590797782421
5,9.067143660285906,2.7602182672823448
6,7.459819783917062,2.4946180419291597
7,8.346324048542062,2.089585266339197
8,9.28985181034682,1.6653755209238055
9,7.273784153558146,4.360550950966868
10,7.551993012286541,2.610260224272709
11,7.930346058069936,3.1074250071922123
12,7.522849785302228,2.92915346594815
13,7.729368288816449,1.101766320140929
14,8.466288708546514,2.29691640677885
15,7.46714075483387,3.2974201134031516
16,9.642427376683154,2.2830474471869957
17,7.890221992312528,1.8081807399400824
18,9.96941638687667,1.211596340492186
19,9.992678836738333,2.4317659077567626
20,9.207125227889218,2.0590966905696457
21,6.641509743348388,3.470858121465076
22,7.129376228871895,0.4457819523897941
23,8.169893612079397,2.2726268613063043
24,6.984710054127795,1.434316595454591
25,9.70006018582155,2.7047222019298798
26,6.677380856579159,2.4595684015346917
27,8.769384541363552,2.8754836314218117
28,8.053575624352812,3.045569650441376
29,9.614313600092155,1.9750741551491338
30,7.1191974018225,0.8277719465891364
31,9.515424517555433,2.4150201978628383
32,8.724081283287703,1.8544421074839843
33,7.855448885729298,2.6211956446548985
34,9.161531660367693,1.3275062926124273
35,9.792964845138368,2.6701335325890447
36,7.604687954691534,1.5044557407056383
37,7.931689346880682,2.669700201053835
38,6.388381642077494,1.906017462720196
39,7.681692281275389,1.9620378476735145
40,7.537616387669554,2.0128556471841113
41,8.624501672999136,1.0768160200012575
42,8.608508694713072,1.3282405518125975
43,8.06069873698442,2.5426823179995655
44,7.7864396267789875,2.328765082121328
45,9.434180959229707,1.752363310900431
46,8.558655532316592,1.622497243062274
47,10.109714279427905,2.2602190943667164
48,9.359906743830658,0.5161608063361576
49,7.5147969631261775,0.8961649849485309
50,7.5416316792218865,3.07243396688066
51,8.949108650870278,4.365344901971001
52,7.557537439958953,2.750905923727895
53,8.658909447337027,1.913135449468338
54,8.888075616902475,3.2150155552558193
55,8.937337763404015,1.236857692983468
56,8.91822955117427,2.330236797942134
57,7.767815007053072,3.482018289804353
58,7.071717033763198,2.1267784022433527
59,6.490782645994709,2.610063849117533
60,8.266560417147497,2.4607221842540663
61,10.303952369039028,0.7653949083368605
62,6.551329339977242,3.4707966533316528
63,9.867851011658045,1.691903189976815
64,6.641260578815811,2.39830022591744
65,7.266049272305029,2.7318976031388527
66,7.992430236462758,1.0335698052602695
67,9.907171498157144,2.6412625703265227
68,7.558902947289716,2.063055913132528
69,9.373504732822983,1.2500551345398405
70,9.635100193751178,2.35030627550012
71,9.665984400987114,0.7942091492277736
72,8.549214492333627,0.8092136287593967
73,9.010946742685256,1.7542722278604308
74,9.131299390348683,0.06606128207621809
75,9.387702065835798,4.964322341547117
76,8.557651636667991,2.9248504038482634
77,8.170455561985353,2.973128113176902
78,5.66792131299536,1.2712286122166003
79,7.317446338162803,2.2970185596152892
80,8.445153979912192,2.551981194523796
81,9.748351830009003,0.5485739686209097
82,11.010342915668026,2.653113908980198
83,8.328663540788998,1.750637096796549
84,8.04194486249951,1.949884261341409
85,7.1612184810696204,1.6153907271862926
86,9.820062921969912,2.150498908158336
87,7.090670722890357,3.1276996432273982
88,7.401702780392595,2.8908893546821597
89,8.013248939187974,2.7526909822086196
90,7.499029439965524,1.3481712764120255
91,10.273876785213478,1.996373785368253
92,9.055783050703722,1.21189404351871
93,7.951288028292646,2.3290747820176643
94,9.58001575440408,1.713867710222501
95,7.7475664152457515,1.7937973927299593
96,9.65879496803651,0.8563095201078483
97,9.250871329835308,0.0
98,7.237287306957098,2.515027114972978
99,7.7092994654899965,1.511740234832652
100,8.329211151685497,1.8774954052282515
101,6.880614642326513,2.0029690923886165
102,9.142894664085244,0.5042221306763774
103,7.865873430607067,2.895565558461069
104,7.9385171284643405,3.082808483242027
105,7.474434525327976,0.8886886600151385
106,8.245447289452205,2.8145109524998992
107,8.896176095482634,1.2592692793498514
108,9.016693101135493,4.40863224977679
109,9.251489942818948,2.511888933907735
110,9.648879007428064,1.7872510192008524
111,8.73861987395207,0.254855582899135
112,7.748822694911163,0.31150116571790387
113,8.81066400847183,2.9879394540939757
114,7.418790775541634,1.573312698352229
115,8.536497599634181,1.5213991907785167
116,8.205551131235104,2.556639271374104
117,8.229128821219273,3.0849390786915856
118,8.371141554707004,2.6500684503236114
119,7.481778556719809,1.5436044492487504
120,6.582031252585104,2.2453100368117416
121,2.218209954059233,7.4006553883436155
122,2.190701714523074,9.407346345757565
123,0.6075190584539294,9.483948197091081
124,2.988414508469394,8.224833554230775
